	영화리뷰	label
3156	액션은 그런대로 볼만함. 기대했던 옐레나의 매력은 평타이하. 스토리 각본은 쓰레기.	0
3158	시간 순삭 꿀잼보장!!	1
3159	진짜 ㄹㅇ 재밌음 절대 후회안함	1
3160	역대급오프닝 오프닝이젤인상깊음 smells like teen spirit	1
3161	진짜 마블팬을 호구로보고 이렇게 만들어도 평타이상은 갈거라는 생각으로 만든듯.. 어색한 러쉬안 발음흉내 오글거려서 힘들었고 차라리 나타샤의 이야기가 없이 엔드게임이 끝인게 나았다.. 쿠키는 더 어이가 없었다	0
3164	급나 재밌음.돈을 헛되게 쓴 것 같지 않음.	1
3166	마블영화중 유일하게 보다졸앗음ㅜ	0
3167	캡틴마블 이후로 최고의 마블 영화	1
3168	옐레나 역할 하신분 목소리도 그롷고 너무 매력있네요.. 정말 재밌게봤어요 다음에 마블시리즈에 계속나올것 같은데 너무 기대되네요 ㅎㅎ!	1
3169	제 인생 최고의 영화입니다. 마블 시리즈 중 제일 잘만들었어요.	1
3170	뭐 믿고 보는 마블입니다.	1
3171	마블 아니면 안봤음. 대실망임	0
3173	나타샤..ㅠㅠ 넘 재밌게봤어요	1
3175	정말 너무 너무 좋았어요~~~♡♡쿠키영상에 마음이 넘 아팠지만 나타샤를 보내 줄 수 있었던 영화 안녕	1
3177	마블 영화 좋아하고 대기업 영화 좋아해서기대하고 갔는데 역시나 기대만큼 자본과 영상미가 좋았습니다 나타샤의 과거를 이야기하지만마냥 과거라고 선그어 놓지않아서 몰입도도 있었어요 마블 영화 하나도 안봐도 볼 수 있는 영화입니다 재밌게 봤어요.	1
3179	후반부가 약간 아쉬웠지만 액션,연기도 좋았고 재미있었습니다! 흥해라!!	1
3180	이게 어떻게 평점이 9점대임? 내가 기대를 너무 많이 해서 재미가 없던건가	0
3181	재미없다는 평이 조금 있길래 기대안하고 봤는데 엄청 후회중. 기대하고볼걸.ㅋㅋ 넘 재밌고 액션도 기대이상이고 화려하고 많음 다만 짧게짧게 나와서 아주조금 아쉬움 스토리도 좋음	1
3184	오랜만에 돈이 아깝지 않은 영화를 봤다.헐리우드 스케일다운 얙션씬과 두 여주인공들의 연기도 돋보인 걸작인듯하다,	1
3185	메세지도,연출도,액션도,재미도 감동도 모두 좋았음. 요근래 나온 마블 영화중에 제일 괜찮았었던듯. 세상이 원하는 나타샤가 아닌 자신으로 살아가길 선택한 모든 나타샤들을 응원한다.	1
3188	오프닝 영상에서 어린 여아들이 끌려가서 위도우가 되는 과정을 파노라마 형식으로 보여주는데 중간 중간 만화나오는데 연출 소름….엔딩에 마블 브금 나올때 진짜 울컥함ㅠㅠㅠ꼭 보세요 두번 보세요 한가지 단점이 있다면 시즌2가 없는거.. 마블아 왜 이제야 블위 솔로무비 만든거냐 나타샤 살려내ㅠㅠ	1
3189	마블시리즈를 놓치지않고 모두 봐왔는데, 이제는 흥미가 없네요유치하다는 생각도 들었고요. 이제 마블시리즈와는 작별의 시간이 온것같습니다.마블이여 안녕~	0
3191	마블 마피아들이 만들어낸 9점대 말도안되는 평점	0
3192	진짜 너무 재밌어요 한 번 더 보러 갈 거임	1
3193	평점 8~10점주는 인간들 알바좀 그만해라 몇명은 영화보면서 자더라 진짜 다들 너무 기대하지말고 봤으면할영화 남자들은 딴영화 강추 진짜 보는 내내 이게 몬영화지 이런생각	0
3194	나타샤!! 이렇게 살아와서 그렇게 죽어버리다니 ㅠ	1
3195	중간에 대화가 너무 많이 나와서 지루했음.	1
3196	너무 재미있어서 소오오름입니다! 역대 마블 영화중 손에 꼽을 정도로 좋았어요!!!	1
3197	고품질액션  절대적기대에부응하는 마블영화	1
3198	블랙위도우를 떠내보내는 영화로서 안성맞춤이었다♡♡	1
3199	진짜최고ㅠ 시간가는줄몰름	1
3202	역시 믿고 보는 배우 믿고 보는 블랙 위도우 다들 유명한 배우들이어서 연기력 좋네	1
3203	너무너무 재있었어요!!!	1
3207	이거 보고 앤드게임 보면 오열각인데	1
3208	엄마 여동생 개이쁨ㅋㅋ	1
3209	나타샤도 어벤져다 라는걸 보여준 영화	1
3211	마블 이 돌아왔구나 ㅠㅠ 반갑다 코로나로 못보고 이 얼마만이냐. 마블은 마블이다 기대를 저버리지 않는 최고의 오락 영화 맛집 명성 어디가지 않았다	1
3214	재미있습니다. 마스크잘끼고 보세요	1
3215	평점 너무 높네 좀 내려가라.. 솔까 9점은 아니다..	0
3216	심장쫄깃한 액션과 한명도 포기하지않는 서사까지 완벽	1
3217	너무 재밌어요ㅠ.. 옐레나 정말 매력적이고 나타샤는 진짜 최고 존엄.. 캐릭터 진짜 멋있고 스토리도 탄탄 액션도 참 잘뽑아냄 ㅎㅎㅎ	1
3218	영원한 블랙위도우... 나타샤 언니 너무 고생 많았어요ㅠㅠㅠ 보는 내내 감탄만 나오고 과몰입해서 울 뻔 ㅠㅠㅠ 블랙위도우 진짜 사랑해 최고의 히어로... ㅠㅠ	1
3220	역시ㅠ마블영화 2시간이이렇게빠를줄이야.	1
3221	잣다	0
3222	그냥… 역대급임… 간만에 또 보고싶은 영화가 나타났다!!!!	1
3223	이게 뭐지...내 2시간은 어디간거지..?	0
3224	1시간참고보다 잠듬. 실망	0
3225	재밌어요~	1
3227	2시간 넘는시간이 전혀 지루하지않았다  예상보다 훨씬 좋았음 추천!!!	1
3229	딱 넷플릭스 티비 영화수준의  마블역사상 최악의 망작이고 빌런이 마블역사상 가장 단순하고 평면적이며 유치하고 어이없게 소비됩니다. 토르2의 말레키스보다 존재감 없고 그냥 보면 유치하고 어이가 없습니다.무슨 아동용 만화영화보다 더합니다.마지막 걸스 캔두 애니띵까지 뭐하나 빠뜨리는것없는 망작.건질건 플로렌스 퓨 하나.왜 마블이 개봉을 미루고 미뤘는지 이해가 가는 영화입니다.10점 행렬은 그쪽계통 사람들이 의도적으로 영혼보내기거나 알바 둘중하나예요.마블덕후도 이영화는 납득못할정도의 총체적난국입니다	0
3230	재밌어요! 오랜만에 마블 영화 볼 수 있어서 좋았습니다~~ 공중액션이 특히 멋졌어요!!	1
3231	너무 재미있있게 잘봤는데 그래서 진짜가족인지 가짜가족인지..	1
3232	돈아까워요...!?	0
3233	이건 뭐 마블판 걸캅스내 기다림은 어디	0
3234	와 너무 했다싶네요. 시간과 만원이 너무 아까워요. 만원주고 안볼수 있다면 안보고싶은 영화에요. 10점 리뷰 믿고 갔는데..	0
3235	ㅠㅠ 재밌고 슬퍼요 감동받았습니다	1
3236	재밌지만 9점대는 좀.. 8.3정도인거같아 짜게줍니다. 인피니티워 보다 평이 높다니..수작에 가까운 수작 아닌 영화	0
3238	재밌네재밌어재밌데!	1
3241	나타샤 좋아했다..,,	1
3242	진짜 영화 보는 내내 눈을 뗄수가 없는 몰입감과 계속 몇번이고 다시 영화관을 찾게되는 내용과 액션과 연기력.. 블랙위도우 살아돌아와..	1
3243	꿀잼~~스칼렛 요한슨 멋짐	1
3244	눈물로 흘리고  웃고 너무 재미있는 영화였습니다	1
3245	개인적으로 아주 재밋엇슴니다.	1
3246	꼭보세요 두번보세요?	1
3247	오랜만에ㅜ정말 멋진 영화!!!!	1
3249	최고에요 블위언니최고	1
3250	정말 오랫동안 기다렸다. 앤드게임 이후 마블 개봉하기를 학수고대.. 오늘 보고왔는데, 정말 마지막 영화인듯합니다. 스칼렛 요한슨 누님 제가 외국 배우 이름은 기억 못하지만 위도우만 기억난다. 영원해라 어밴저스 어샘블~	1
3251	재밌는데 처음이자 마지막 블랙위도우 위주의 영화로서는 좀 아쉬움	1
3252	개연성 중간중간 계속 개판침 근데 감동으로 커버칠라해서 더 빡침	0
3254	인간적으로 마블 영화중에 가장 재미없다	0
3255	액션연기가 최고 입니다	1
3256	멋진액션연기가 볼거리를 더함	1
3257	최고다 ㅜㅜ 더이상 못본다니 아쉽습니다	1
3258	닥쳐 그냥 한슨누나가 좋아 누나가 하고픈거 다해	1
3259	진짜 위도우 핵 멋있응음.. 최고최고	1
3260	찰나도 지루하지 않았던 2시간행복해따??	1
3262	가짜 가족의 재회와 실은 진짜가족이었다는 진실  꿀잼	1
3265	진짜 전부 완벽했고 시작할때 ost 좋았음.연기 좋았고 액션 좋았고 연출 좋았음.	1
3266	마지막 블랙위도우의 그 아련한 눈빛에 모든 게 담겨 있습니다.	1
3267	재앙이다..마이클베이식 액션+캡틴아메리카 1편의 감동..	0
3268	액션, 서사, 캐릭터 모든 것의 짬뽕이나 국물만 빨갛고 밍밍함...  전형적인 미국식 가족애를 보여주고 있는 영화. 영화관에서 보기 시간이 좀 아까움	0
3270	액션씬이 좋았음, ㅇㅇ	1
3272	너무기대한만큼 최고의영화인거같아영ㅎㅎ너무감동많이받았던 최고의영화 완벽해요????	1
3273	기대 많이 했지만 전혀 실망하지 않았던 영화스칼렛 요한슨 연기에 두 번 반했다.	1
3276	나타샤 컴백투미.. 돈고어웨이..	1
3278	갓벽한 페이즈4의 서막	1
3279	진짜... 액션 쩔고 2시간이 어떻게 벌써 흘러갔는지... 다음 편 내줬음 좋겠어요...ㅠ	1
3280	바튼… 할 말이 많은데 참겠습니다…	1
3282	기다려온 보람이 있다...여윽시 마블....최고의 액션 영화로 기억될....	1
3283	마블도 페미니즘인가? 아빠는 멍청한 돼지.죽여야 하는 대상도 남자. 오직 인정받는 남자는 순종하는 꼬붕 남자.쌈잘하고 영리하며 이해심 많은건 여자. 엔드게임에서도 여자끼리 뭉쳐서 갈때도 그러더만...	0
3285	믿고 보는 마블 쿠키영상 눈물남 굿바이 나타샤..	1
3286	역시 마블	1
3287	잼씀 10자이상 채우기	1
3290	Good bye 넷 I will miss U	1
3291	매우 재밌습니다. 서사도 설득력 있었고 액션신도 좋았습니다.	1
3292	가만히있던 호크아이 1패ㅋㅋㅋ	1
3293	멋있다!!!! 수고했어요 블랙위도우!	1
3294	무조건 보세요두번 보세요이왕 4d스크린으로 ~~~액션 끝판왕에 감동도 ㅠ 눈물이 핑 돌았습니다	1
3296	중간에 조금 CG가 부족해보이는 부분이 있었지만 크게 신경 안 쓰이고 배우들의 연기가 채워주기 때문에 좋았습니다! 스칼렛 요한슨이 연기하는 나타샤 로마노프, 블랙위도우에게 굿바이 인사를 해야한다는 게 슬펐네요. 다들 꼭 보셨음 좋겠어요! 액션신 진짜 잘 뽑았거든요	1
3297	하 재밌다 진짜 짱이다!!!!	1
3298	액션이 굿 ost도 굿 꼭보세요	1
3299	기존 마블영화치곤 그랬지만 코로나시국에 이정도면 재밌었어요	1
3300	마블영화답게 스토리 개연성도 잇어보이고 즐겁게 볼 수 잇는 오락거리	1
3301	이 영화 최대 피해자: 스칼렛 요한슨	0
3303	지인짜 너~~~무 잼있!!너무 좋오아	1
3304	보는내내 이미 희생했던 블랙위도우 모습이 생각나서 … 마냥 즐겁게 보지는 못했던 영화… 슬프고 대단하고 먹먹한 영화 ㅠㅠ 보고싶고 영원히 그리울거예요	1
3305	진짜 최고 재밌음...♡ 스칼렛 요한슨 개멋있어	1
3307	블랙위도우의 세대교체 그리고 그렇게 가지고 싶고 지키고싶어 했던 가족	1
3309	최애영화등극 두번세번네번 볼 예정!!!! 동생 캐릭터에 반했어요	1
3310	마블뽕↑연출,스토리 모두 퀄이 좋아진 느낌연기는 두 말 할것도 없이 굿	1
3312	스칼렛 요한슨 고마워요. 잊지 못할 거예요.	1
3313	하아~돈많이 들인 b급영화개연성도 클라이막스도 없다정말 재미없네	0
3314	스칼렛 요한슨 액션 영화 믿고 볼만합니다..♥	1
3316	마지막 친구와 작별하고 또다른 가족에게 가는 비행선으로 오르는 나탸샤의 뒷모습에 많은 감정을 느꼈다..	1
3317	소름돋게 지루하네..	0
3318	너어무 재밌어요 이제 나오지않는 블랙위도우의 이야기를 알 수 있어서 좋았어요	1
3320	볼만했는대  옆에 멍청한 꼬마가 침밷어서짜증나긴 했어	1
3322	재미있고, 다음편도 나왔음 좋겠다.	1
3325	개지루 보다가 졸앗음 ㅠㅠ	0
3326	패미영화임 보지마세요	0
3327	캡틴마블과 쌍벽을 이루는 개졸작...아무리 마블 인기에 얹혀가려해도 똥칠만 해대는구나.	0
3328	기대 이상~!! 영화 즐기고 나오는 즁~!!	1
3329	나타샤 그동안 수고했어	1
3330	느려도 너무 늦은 위로는 위선적으로 느껴진다. 그럼에도 불구하고 여전히 나타샤라서.	1
3331	개재밋음 꼭보셈 안보면 후회함	1
3332	지금 극장인데 나가고싶다..너무 지루함..	0
3333	마블 영화 중 가장 감동적인 영화	1
3335	결말에 올 때 쯤에 나타샤를 더이상 보지 못하는걸 알고 넘 아쉬웠습니다	1
3336	n차관람 필, 3일지났지만 아직 여운이 가시지 않는....	1
3337	너무 재밌어요 역시 마블	1
3340	위도우 뽀에버!!!!	1
3342	재밌어요 꼭 보세요 ! 굿굿굿	1
3344	액션이 장난 아님. 블랙위도우의 어린시절을 생생하게 담아내서 좋았음. 전투씬 나올때마다 엄청 몰입해서 봤다..bb	1
3345	뻔한 액션 감동느낌이지만 간만에봐서 너무좋았음ㅠ 블위돌아와	1
3347	블랙위도우 스칼렛요한슨 수고 햇어요! 나우 유 캔 레스트...ㅠㅠ	1
3349	스칼렛요한슨임. 당연함.	1
3350	아니 이거 나온 것만으로도 기분이 좋이서 평점이 이런거임? 개연성 1도 없고 플롯도 단순하고 반전이라고 하기도 애매한 반전에 캐릭터 파괴부터 해서 원더우먼1984 버금가는 배경 cg까지 진짜 마블 영화만 아니었으면 6~7점대를 달렸을 영환데,,	0
3351	인간캐 스케일이 쫄땡이고 노잼 여자부대 나오는데 이건 DC가 이긴 듯 등장인물이 다 여자야근데 또 감독도 여자네	0
3352	연출, 연기, 배우 모두 좋았지만 스토리와 개연성이 많이 부족해서 영화 내용을 이해하기가 힘들었네요..  생각보다 블랙위도우 이야기는 거의 안나오고 다른 이야기가 급한 전개로 진행되어서 많이 아쉬운 영화였습니다.	0
3353	아지매..연기도 안되고 강력한 포스도 없고 계속 요래 날로 먹을래..	0
3355	마블은 배신하지 않습니다. 역시~~~	1
3356	그동안 코로나로 인해서 영화관 발길이 뜸 했는데 블랙위도우 볼려고 갔다왔어요~ 정말 오랜만에 재미있었어요!  역시 마블!	1
3357	멋진 액션과 잘짜여진 서사! 감동은 덤. 강추영화입니다!! 블랙위도우라는 캐릭터를 더이상 볼수없다는게 너무 아쉽다...	1
3358	나타샤가 그래도 너무 외롭게 살지는 않았구나.. 다 보고 나니 마음도 아프고 한편으론 다행이고 잘 자라주어 대견하고 멋지고 오만가지 생각이 다 들었던 영화. 솔로 무비가 이 편, 한 편 뿐이라는 게 아쉽다.. 다시 살아나온대도 모른 척 해줄게요ㅠㅠ	1
3359	너무 재밌어서 오늘도 예매했어요	1
3360	캡틴마블로 버린 눈 블랙위도우로 정화했네요~ 잘 봤습니다.혹시나 산 Cgv 김치팝콘도 너무 맛있네요	1
3362	마블영화에 관심갖게 된 게 아이언맨1때문이었고 아이언맨 시리즈 제외하면 윈터솔져가 가장 제 취향이었고 그만큼 잘 만들었다고 생각해요. 이후로도 마블영화는 다 재미있긴 했는데요 윈터솔져 이후로 나온 것 중에 제취향을 꼽으라면 블랙위도우를 꼽겠습니다. 첩보 액션영화같은 느낌이 강했고 영화의 분위기, 싸우는 액션장면도 마음에 들었습니다.	1
3363	기대를 져버리지 않는 스케일. 너무 즐거웠음!!	1
3366	시작하면 잠들고 잠이 깰때쯤 끝나는 영화	0
3367	평소의 마블에 비해서 CG가 약간 떨어졌지만 액션, 그리고 재미쪽에서는 좋았어요.	1
3368	너무  재밌게  잘 봤어요..	1
3372	가족이 소재라 더 훈훈했어요.	1
3373	재밌!!!! 재밌드아	1
3374	옐레나 매력 개쩔어ㅠㅠ	1
3376	역시 믿.보.마 ㅋㅋㅋ 이번에도 역시나 재밌게 보고 옴	1
3377	말이 필요합니까. 그냥 마블은 믿고 보는겁니다.	1
3378	그녀의 서사는 감동을 추기에 완벽했다.삶의 애환과 늘 끊임없이 자아를 찾아가려고 노력했던 블랙위도우. 헌정영화이자 액션까지 나무랄 것이 없었네요. 보는 내내 감동,,이제는 더 이상 볼 수 없음에 너무나도 슬프지만, 스칼렛 요한슨 넘 고생했어요	1
3379	ㅈㄴ재밌다 하 개멋있어	1
3380	스토리가 감명 깊었어요	1
3381	재미도 없고… 감동도 없고….  기대 안하고 봤는지 재미없어서 화나지도 않았음ㅎㅎ	0
3382	크.. 오랜만의 마블영화 극장판에서 본것부터가 설렜는데.. 스토리 액션 감동 뭐하나 빠짐없이 탄탄한 영화였네요 역시마블이 마블했다!	1
3383	액션과 재미 둘다 챙긴  1세대 영웅의 화려한 퇴장	1
3384	성적 대상화 없는 의상도 좋았고 무엇보다도 다양한 인종의 여성들이 많이 나와서 좋았습니다. 다양한 가족 형태와 여성 연대, 해방 이야기를 잘 다룬 거같아요.액션신도 너무 훌륭했고 지루한 줄 모르고 봤습니다,  마블식 농담? 도 재밌었구요. 오래 기다린만큼 보답을 하는 좋은 영화였습니다!   앤드게임을 보고 보니 눈물도 찔끔 났어요. 암튼 꼭 보세요. 너무 재밌어요!	1
3386	""" 아 ㅋㅋ 우리도 1년 4개월뒤에 나올줄 몰랐징 ㅎㅎ"" 쿠키영상-"	1
3387	걍 넘나 보는내내 좋았다.. 2시간이 삭제됫음	1
3388	마블영화중에 최고재밌게봤습니다...	1
3389	개인적으로 마블 영화중에서 가장 재미없습니다. 기대한 만큼 실망도 크네요. 마블팬 아니라면 걸러도 될 영화	0
3391	감동과 액션 만점.  오랜만에 완전재미있게 보고 갑니다!	1
3393	라퓨타 매운맛이네ㅋㅋ	1
3395	아..스칼렛도 좋지만 옐리나 넘 걸크러쉬!캡틴소비에트 넘 사랑스러움.ㅋㅋㅋ	1
3396	스칼렛 조핸슨 사랑해… 나타샤 로마노프 사랑해…	1
3397	마블 시네마틱 유니버스를 거친 블랙 위도우를 위한 위대한 찬사, 비밀스런 과거를 통해 현재와 미래를 이어가는 위대한 헌정사	1
3398	마블팬이면 꼭봐아할영화 입니다 2시간이 아깝지가 않습니다 액션이 대박입니다	1
3399	재미없었어요 무슨 내용인지 이해도 안감	0
3400	도라부렷다 진짜 짱 잼ㅠ 나타샤 옐레나 존트멋있다 ㅠㅠ우너무재밌다리 단 1초도 안지루해 ㅠ 도라부려써	1
3401	내가 당하다니 젠장 너무억울하다	0
3403	스칼렛 요한슨이 나온 영화중에 쓰레기도 존재한다는걸 깨달았습니다. 후반 가면갈수록 뜬금없이 등장하는 씬들, 전개가 거의 f1경기급이네요. 가족애에 대해 한 20번은 들었고 억지로 즙짜려고 고생하셨네요. 스칼렛 요한슨 팬분들에겐 강추입니다!	0
3404	진짜 재밌어요! !! 스트레스 해소 팍팍!!!꼭보시길 굿입니다 강추!!!	1
3405	오프닝 나올 때 부터 내 심장은 덕후 덕후 하며 울었다	1
3406	화려한 액션에 적당한 스토리 즐거웠습니다 ㅎㅎ	1
3407	다시 돌아와 나타샤 옐레나랑 영화 또 찍어줘	1
3408	재밌었어요. 블랙위도우 사랑해	1
3409	진짜 최고예요 나타샤가 너무 그리워지고 옐레나에게 입덕하게 돼요 액션 최고 연기도 최고! 액션하는 배우들 다 멋져요! 절대 후회하지 않을 영화예요 액션에 소름돋고 감동도 있어서 울고 다 한 영화입니다	1
3410	개존잼 .. 꼭 보세요.. 시국에 이런 오락영화 보는 것만으로도 좋은데 액션 존잼	1
3411	옐리나 오늘부로 입덕합니다	1
3412	너무 재미있게 봤어요.블랙위도우 멋져요.	1
3413	오랜만에 요한슨 누나를 볼 수 있어 행복한 시간이였습니다 재밌었어요	1
3414	마블은  이름만들어봤치  시리즈내용을  일도모르고  아들하고  가서본지라  걱정했는데  모른상태에서  봐도  캐미굿! 스칼렛  레전드  핏이죽여주는  여배우들의  활약이였네요  한번더  볼수있을것같네요  쏘 굿!	1
3417	멋진 여자들의 연대. 오랜만의 마블 히어로물로 코로나 스트레스를 날렸음!	1
3418	너무 재밌어요 진짜 역시 마블	1
3419	궁금했던 부다페스트의 비밀. 블랙위도우가 타노스와의 결전이 있기 전 자신의 일을 마무리하는 영화. 호크아이는 다시 애를 돌봐야하는 상황에 처한다.	1
3421	액션과 스토리 모두 잡은 영화	1
3422	와~스칼렛요한슨 헬기타고 내려올때 개멋있음	1
3423	이래서 마블마블하나봄 ㅠ 역시 마블은 마블 ㅠ블랙위도우 forever	1
3426	블랙위도우2 존버 시작	1
3427	코로나19 시작하고 처음 본 영환데 블랙 위도우라는 캐릭터를 좋아해서 그랬는지 몰라도 되게 재밌게 봤음. 블랙 위도우에 대한 최고의 헌정 영화인 듯. 근 몇 년간 본 액션 영화 중에 최고였음	1
3428	기승전결 완벽! 솔로무비 이제 나온게 아쉽네요	1
3430	ㅠㅠㅠ두번봣슈 ㅠ넘 좋아요 나타샤의 처음이자 마지막 솔로무비라니 두번세번은 내줫어야하는거아닙니까ㅠㅠ	1
3431	재밌음 조조 보고왓음 기대 별로 안했는데 생각보다 액션씬 괜춘음	1
3433	지루하지않고 재밌네요	1
3434	블랙팬서 이후 씹노잼. 마블은 아이롱맨, 스파이다맨, 캡아, 헐크, 어벤져스 미만 잡이다.	0
3437	진짜 마블은 배신 안 하네 기다린 보람이 있다 스칼렛 요한슨 그 동안 힘든 영화 찍느라 고생했어요	1
3438	걍 미쳤음 대박이다 부활해줘 ,,	1
3440	재밌습니다 전투씬 마음에 들었다	1
3442	마블 영화 보다가 잔건 이번이 첨이네...	0
3445	진짜 최고 개재밌음 ㅠㅠ다들 보세요	1
3447	화려한 액션에 가족 이야기 감동	1
3448	액션, 스토리, 연기, 음악 등 뭐하나 빠질 것 없는 완벽한 영화. 이게 나타샤의 마지막 이야기라니 너무 아쉽다.	1
3449	그동안 기대한 보람이 있었습니다:) 꼭 흥행하길 바랍니다	1
3450	보고나니 나타샤에 대한 미련이 더 남는 영화. 그래도 깔끔한 마무리라는 생각이 든다	1
3451	마블 영화중 최악입니다.	0
3452	역시 마블!!! 스칼렛 요한슨 그동안 고생했어요~	1
3453	난 영화보러 갔는데 빛만 보고 나왔음	1
3454	정말 이렇게 재밌게 본 마블 영화가 있을까 싶을 정도로 정말 엄청나게 잘 만들어진 영화다. 영화를 다 보고 진심 깜짝 놀랄 정도로 꿀잼 이었다.	1
3455	오랜만에 본 마블영화 감회가 남다르다	1
3456	너무 재밌음 ㄹㅇ감동적	1
3457	감동입니다. 감사합니다,	1
3458	개인적으로 영화 자체만 보면(연기 빼고)7점에서 8점정도 줄 것 같은데 배우들의 연기(스칼렛의 믿고보는 연기)와 다른 요소들과 연출, 무엇보다도 이작품이 스칼렛 요한슨의 마지막 마블 작품이라는 점 등등을 고려하면 충분히 10점 줄만한 영화라고 생각한다.	1
3459	ㅠㅠㅠㅠ두번 보고 세번보ㅏ야지ㅜ	1
3460	블랙 위도우 겁나 재밌네요	1
3461	너무 아쉽네...블랙위도우 너무 멋진 피날레	1
3462	다른 말이 필요없음 완벽한 영화	1
3463	액션에 스토리, 크 위도우 이외 설정까지 굿	1
3464	와 ㄹㅇ 개재밌음 꼭 보셈 웃기기도하고 멋지고 와 감탄만 나옴 ㄹㅇ	1
3466	위도우 마지막 여정 너무 멋졌어요	1
3469	너무 늦게 나온 솔로 영화지만 당신은 최고의 히어로 입니다.	1
3470	최고의 헌사..함께여서 행복했어요ㅠㅠ	1
3471	뭐 하나 빠짐없이 다좋음 ㅎㅎ오프닝OST 너무좋다	1
3473	초반에만 볼만한 그저그런 마블 영화	0
3474	어벤져스의 여성 히어로로서 지금에서야 솔로무비를 내준 것이 어이없긴 하지만 그런 아쉬움을 안남길 만큼 스칼렛 요한슨의 연기는 대단했다. 가족에 대해서 다시금 생각나게 하는 영화이다. 중간 중간 깨알 개그 포인트도 이 영화를 보는 또다른 재미이다	1
3476	진짜 재밌었고 감동적이고 생각할 것도 많아서 아직도 여운이 가시지 않아요	1
3477	블랙위도우 역시는 역시입니다!	1
3478	스칼렛요한슨, 그리고 플로렌스 퓨. 아. 너무 좋아요!! 스칼렛요한슨 가지마 ㅠㅠ 또 출연해줘요 엉 ㅠㅠ	1
3479	기대 크게 안하고봤으나  마블영화중 역대급액션 ㅜㅜ	1
3480	마블영화 1세대 마지막을 장식하는 영화라서 더욱 의미가 큰거같습니다.	1
3481	스칼렛요한슨 연기력 쩔었고 진짜 재밌었다...역시 마블...	1
3482	개인적으로 엔드게임전에 개봉해야 하는데 스토리가 이상함	0
3483	진짜대박이네요 너무재밌어요 ㅠ	1
3484	마블은 마블이다	1
3485	감동과 재미를 다 잡은 영화ㅋ	1
3486	최근 본 영화들이 똥 망이라 그런지 보는데 너무나도 좋음	1
3488	기대 많이 하고 시간 내서 갔는데.. 어설픈 스토리 전개.. 초반 액션 좀 보여주다 갑자기 지루하고 유치하고 진중한 코믹 연기에 장시간 몰두.. 영화간 뛰처나갈까 여러번 고민했음 덕분에 마지막 치열한 액션 부분도 재미없게 느겨짐. 시간 아갑다.	0
3491	와 내가 본 액션 중에서 탑인거같아요뭔가 뒷부분에 좀 빨리 해결이 된거 같긴 했지만ㅋㅋ 액션 연기 너무 좋았어여 포스터에 스칼렛 말고 동생도 똑같은 수트 입고 딱 있으면 더 멋졌을꺼같아여 동생분 비중도 크니깐요!4DX로 보면 더 좋다는 말에 바로 예매 해서 봤는데 음료수를 못마셨을정도로 집중을 너무 했더라구요.... 하하하 스포는 안할테니 걱정말고 리뷰 읽어주세요 보실꺼면 비싸도라도 4DX를 추천해드릴게요그리고 쿠키 영상은 꼭 보세요 아직도 좀 의문이네요....돈이 아깝지도 않았구요 한번더 볼생각이에요	1
3493	나타샤를 이렇게 떠나보내기엔..ㅠㅠ	1
3497	영화 앞 뒤로 디테일이 있어 찾는 재미가 있어요ㅎㅎ	1
3499	말해뭐해 역시 믿고보는 마블	1
3501	아이언맨, 캡틴아메리카와는 작별인사하고 떠나보낸 느낌인데,  블랙 위도우는 인사도 없이 갑작스런 이별을 한 찜찜한 느낌을 가지고 있었다....이제 블랙 위도우와도 미처못한 작별인사를 한 것 같다. ㅠㅠ	1
3502	진짜영화도 영화였지만 처음 영화시작할때 오랜만에 마블 오프닝 노래와 로고 보고 웅장해서 감동 했습니다 ㅠ	1
3503	발단,전개,위기,절정,결말 ㄹㅇ 다 별로다;;특히 위기가 진짜 이거 마블맞나?역대 MCU중 제일 재미없었다...이거 감독문제인거같다 와 이번영화 좀 심하다.	0
3504	스토리나 개연성 부족. 액션씬도 마니없고기대이하였음	0
3505	마블은 그냥 액션영화가 된듯하네요.인생에 중요한 부분이였는데 아이언맨 잘가유	0
3506	마블은 아이언맨 전후로 나뉜다.그냥 액션영화 느낌.10년넘게 함께한 그 감성이 다죽어버린..	0
3507	돌이켜보면 슈퍼 파워 히어로들의 찬란함에 가려졌던 영웅 나타샤. 감초같은 어벤져라고 생각했는데.. 이번 영화는 그녀의 마지막 선택에 대한 납득과 주먹 울음을 함께 주네요. 잘 가, 그리고 정말 정말 고생했어!	1
3508	블랙위도우의 아름다운 퇴장	1
3509	이런영화가 9점이라니ㅋㅋ역시 페미스럽다	0
3511	플로렌스 뷰 매력어쩔~^^	1
3512	스칼렛 액션 너무 멋있다	1
3513	마블 사랑해에 ㅠ ㅠ 간만에 재밌는 영화를 봤습니다	1
3515	재밌어잉 ㅠㅠㅠ 영화가 엄청 빨리 끝난 느낌 집중도 되게 잘돼요	1
3516	나타샤... 잊지못할겁니다 ㅜㅜ	1
3518	기대했지만 그 이상입니다 마블 단독캐릭터 영화중 가장 좋았어요	1
3519	마블 액션씬 진짜 볼만하네 보는 내내 행복했다	1
3520	역시 마블이 마블햇다아 행복쓰예용	1
3521	재미없는데 알바들평점만높네	0
3523	마블은 안 봐도 이건 봐야지	1
3524	기대 이상으로 너무 재밌었고 지루할 틈이 없어요!	1
3528	재미있어요 ♡.♡ 다들꼭보세요	1
